0,-0.8932889680259282
1,-0.894768716464885
2,-0.8941141070990077
3,-0.8937062054286387
4,-0.8932910866139294
5,-0.8937405050736063
6,-0.8937793725529934
7,-0.8937034038747104
8,-0.8936276293644967
9,-0.8936654028377531
10,-0.89370402062562
11,-0.8936739665698362
12,-0.8935794303992527
13,-0.8935807542652002
14,-0.893675756511846
15,-0.8935631543064856
16,-0.8935051087630108
17,-0.8934100460194739
18,-0.8933797134865009
19,-0.8934860391837496
20,-0.8934393800789213
21,-0.8933836706072885
22,-0.8934135880929367
23,-0.8934881968589126
24,-0.8935634946635544
25,-0.8935175651118694
26,-0.893574362853776
27,-0.8935844239725638
28,-0.8936129985939003
29,-0.8935670693613664
30,-0.8935004481974248
31,-0.8935565200032356
32,-0.8935929109221773
33,-0.893544175250928
34,-0.8935647478463672
35,-0.8935473184562608
36,-0.8936031010223934
37,-0.8935837737196389
38,-0.8936126571286673
39,-0.8936890523880465
40,-0.8937257832207914
41,-0.893716286405726
42,-0.8936602140679963
43,-0.8936701931737803
44,-0.893689055978498
45,-0.8936973178289676
46,-0.8936486200126017
47,-0.8936292436314784
48,-0.8936485787002464
49,-0.8936294053259091
50,-0.8935998378339242
51,-0.8935803598297264
52,-0.8935334697746481
53,-0.8935234820872417
54,-0.8934865044087419
55,-0.8934968730386166
56,-0.8934592614725584
57,-0.8935248633738169
58,-0.8934958962762406
59,-0.8934859877206118
60,-0.893466321807255
61,-0.8934292941815857
62,-0.8934121650684714
63,-0.8934979135957797
64,-0.893507951053049
65,-0.8935740031348651
66,-0.893553583022797
67,-0.8935149891446772
68,-0.8934977879299781
69,-0.893546238811936
70,-0.8935656398474925
71,-0.8936140571653779
72,-0.8936896034647229
73,-0.8937453809598969
74,-0.8937257798519728
75,-0.8937162321411495
76,-0.8936862510823469
77,-0.8937254698054066
78,-0.893725690232531
79,-0.8936865958809374
80,-0.8936670406332736
81,-0.8936300857652222
82,-0.8935738360148633
83,-0.8935544998202007
84,-0.8935256296914101
85,-0.8935063539847731
86,-0.8934964271577357
87,-0.8935167707621587
88,-0.8935074062264178
89,-0.8935067702909723
90,-0.8935263314340686
91,-0.8935167800441408
92,-0.8935540813508653
93,-0.89359128713385
94,-0.8935817102029576
95,-0.8936012950962255
96,-0.8936209220110736
97,-0.893640774459466
98,-0.8936113147962743
99,-0.893563073977891
100,-0.8935923392425151
101,-0.8936213686898327
102,-0.893669613595125
103,-0.893650431320014
104,-0.8936598945976032
105,-0.8936599886674318
106,-0.8936883457783316
107,-0.8936394076322153
108,-0.8936022084361575
109,-0.8936023322225127
110,-0.893601582323478
111,-0.8935925658576275
112,-0.8935251330122898
113,-0.8935062133099979
114,-0.8935056101318812
115,-0.8934493420125953
116,-0.8934790329717843
117,-0.8934510964667601
118,-0.8935001948533958
119,-0.8935469333116343
120,-0.8935567527531441
121,-0.8935667265042794
122,-0.8935760462613281
123,-0.8935681795644228
124,-0.8935190980396109
125,-0.893567886876138
126,-0.893604500066189
127,-0.8935655608220988
128,-0.8935360682154068
129,-0.8934794319817593
130,-0.893489195749108
131,-0.8935087507396776
132,-0.8935282761023735
133,-0.8935090184721083
134,-0.8935454742585399
135,-0.8935942843274898
136,-0.8935554739761749
137,-0.893545718382644
138,-0.8935354533439432
139,-0.8935643123290363
140,-0.8936011991380854
141,-0.8935450647609006
142,-0.8935253234835241
143,-0.8934961683526744
144,-0.8935155891933386
145,-0.8935543362817852
146,-0.8935548952485894
147,-0.8935936623371805
148,-0.8935776225404468
149,-0.8935680285083669
150,-0.8935965088205113
151,-0.8936158383927857
152,-0.8936521622013134
153,-0.8936987230696164
154,-0.8937843251065046
155,-0.8936810709119432
156,-0.8935566853147137
157,-0.893556033705396
158,-0.8935363877478572
159,-0.893572457361286
160,-0.8937250520630268
161,-0.8935368941610903
162,-0.8935078934639804
163,-0.8935468282754144
164,-0.8935385448113136
165,-0.8934718639040325
166,-0.8935553682395954
167,-0.8936223972610935
168,-0.8936222006993898
169,-0.8936597003142847
170,-0.8936597003142847
171,-0.8935170966244421
172,-0.893706037626008
173,-0.8937450073667722
174,-0.8936967626919781
175,-0.8936876449044736
176,-0.8936878824327854
177,-0.8937268044781697
178,-0.8937649193634671
179,-0.8937652924512689
180,-0.8936888718991539
181,-0.8936590871892877
182,-0.8936979202978591
183,-0.8936394200525177
184,-0.8936391101123352
185,-0.8936185598752135
186,-0.8935993281759868
187,-0.893608992341552
188,-0.8935993061900124
189,-0.8935433639507404
190,-0.8934677688035247
191,-0.8934602186780554
192,-0.893479784599555
193,-0.893516692100243
194,-0.8935263790939875
195,-0.8935363830226457
196,-0.8935764033827026
197,-0.8935957495951681
198,-0.8935761643827489
199,-0.893567387085293
200,-0.8936697335162042
201,-0.8937452814910931
202,-0.8937534094221553
203,-0.8937165133577203
204,-0.8936989233636167
